DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
GBR,SMR,102000,26143,100514867
GBR,SMR,13598000,2885818,11298351014
GBR,SMR,450800,981351,3902974839
GBR,SMR,486000,1560928,6196618033
GBR,SMR,27973400,6014419,23959838655
GBR,SMR,2394000,7402306,29405531278
GBR,SMR,11952000,1781640,6994308862
GBR,SMR,1298060,6002736,23565360906
GBR,SMR,236600,523419,2093628892
GBR,SMR,94800,306430,1225692421
GBR,SMR,12000,5484,21935506
GBR,SMR,3600,11479,45914966
GBR,SMR,14976000,2244420,8811076703
GBR,SMR,54544900,21600657,83747105782
GBR,SMR,156649100,62051347,2.47008E+11
GBR,SMR,2098100,1127160,4432658144
GBR,SMR,557854400,269130263,1.05114E+12
GBR,SMR,118967995,59949949,2.39145E+11
GBR,SMR,23137600,9843510,39368429198
GBR,SMR,270122400,118706784,4.64823E+11
GBR,SMR,1927600,11116919,44280355914
GBR,SMR,2070000,3353400,13565240748
GBR,SMR,16562016,8251200,32513062608
GBR,SMR,25280100,10681872,42256203807
GBR,SMR,4310000,969750,3836214630
GBR,SMR,2388960,1252800,4955926464
GBR,SMR,2098100,1127160,4458909700
GBR,SMR,113977700,55609498,2.21609E+11
GBR,SMR,2342400,4465380,17483882813
GBR,SMR,9379200,18704475,74337070026
GBR,SMR,11518400,21773134,86360273272
DOM,CTG,11776000,15040000,60840108800
DOM,SMR,1394877,7115843,28033894002
DOM,SMR,481800,1086459,4277565121
DOM,SMR,450854,1619538,6415180834
DOM,SMR,48300,416728,1638896773
DOM,SMR,285600,1060800,4182766224
DOM,SMR,424528,767850,3023659342
DOM,SMR,67695,343663,1364886339
DOM,SMR,379701,1000859,3966378235
DOM,SMR,511,2236,8923607
DOM,SMR,25000,8923,35183656
DOM,SMR,197303,1399972,5520131592
DOM,SMR,542600,1993700,7861218911
DOM,SMR,18000,186480,735296234
DOM,SMR,37999,179740,708720212
DOM,SMR,193989,461968,1821553683
DOM,SMR,1000,59710,235438321
DOM,SMR,1233,7049,27794418
DOM,SMR,4400,8000,31544240
DOM,SMR,3452773,16477328,64368440298
DOM,SMR,500000,81200,324679012
DOM,SMR,176800,656752,2567223810
DOM,SMR,8600,22510,87146339
DOM,SMR,30800,255948,990889884
DOM,SMR,119548,270864,1048636432
DOM,SMR,105845,257460,996743517
DOM,SMR,13625,953750,3858128575
DOM,SMR,6615,211196,817634754
DOM,SMR,22700,842799,3288372486
DOM,SMR,17733,94875,378508556
DOM,SMR,35640,85440,340867152
DOM,SMR,10403,395901,1579466834
DOM,SMR,1451115,8462888,33369421262
DOM,SMR,1072200,2473208,9751933340
DOM,SMR,298666,1060971,4183440482
DOM,SMR,19100,50610,199556748
DOM,SMR,6100,88206,347798904
DOM,SMR,81000,751715,2964034795
DOM,SMR,79895,169505,668363300
DOM,SMR,38977,154108,607652466
DOM,SMR,474276,1226232,4835069561
DOM,SMR,13909,212271,836990921
DOM,SMR,400,1268,4999762
DOM,SMR,4839577000,440519652,1.73698E+12
DOM,SMR,23165048000,2834391405,1.0866E+13
DOM,SMR,1490000,82500,330944115
DOM,SMR,600000,119000,475822690
DOM,SMR,525000,78750,314882662
DOM,SMR,215700,503712,1972249076
DOM,SMR,4554500,8627520,34157700297
DOM,SMR,3525200,11432896,45080251913
DOM,SMR,4764500,9081600,36053543328
DOM,SMR,3299608000,395754984,1.54955E+12
DOM,SMR,6924800,7136000,27516011200
DOM,SMR,2589600,2621950,10311054350
DOM,SMR,114,101554,410808271
DOM,SMR,5200000,7380000,28861261200
DOM,SMR,25000,177512,699935141
DOM,SMR,2575000,3657250,14420646467
DOM,SMR,2597500,3686725,14684778683
SWE,SMR,25453440,12441600,48167032320
SWE,SMR,16070400,8574120,33383619471
SWE,SMR,38180160,18662400,75493513728
SWE,SMR,2008800,825120,3286576728
SWE,SMR,53028000,25920000,1.01039E+11
SWE,SMR,4017600,1932120,7598235790
SWE,SMR,33937920,16588800,65623302144
SWE,SMR,2008800,1107000,4416431850
CHE,SMR,212152800,100526400,3.93655E+11
SUR,SMR,1486680,4795200,18564377040
TUR,SMR,17057211000,1437776033,5.78447E+12
TUR,SMR,16883844000,1743685587,7.01521E+12
TUR,SMR,21204000,8972515,35767588098
URY,CTG,6439200,6426322,25592827365
XCF,SMR,4833100,5776929,22783762978
XCF,SMR,10886100,11631579,45300479540
XCF,SMR,1712600,1866734,7458243360
XCF,SMR,7577800,7477210,29727409390
CAN,RCH,5765750000,387308987,1.54246E+12
CAN,RCH,5765750000,387308987,1.53249E+12
KOR,RCH,7187300000,536316326,2.13588E+12
KOR,RCH,7187300000,536316326,2.12207E+12
KOR,RCH,8078350000,633746558,2.5239E+12
KOR,RCH,8078350000,633746558,2.50758E+12
CHN,RCH,15942500000,1356706750,5.36816E+12
CHN,RCH,8316550000,603781530,2.40456E+12
CHN,RCH,8316550000,603781530,2.38902E+12
DNK,RCH,2829000000,325335000,1.24345E+12
GTM,RCH,2998039000,417926637,1.6479E+12
GTM,RCH,1886929000,117725500,4.70727E+11
GTM,RCH,1098970000,133195164,5.38804E+11
GTM,RCH,15628000,1562800,6248871428
GTM,RCH,489749000,68271011,2.76171E+11
ISR,RCH,3509650000,386447562,1.53903E+12
ISR,RCH,3509650000,386447562,1.52908E+12
ITA,RCH,3018850000,432027624,1.72055E+12
ITA,RCH,3018850000,432027624,1.70943E+12
MAR,RCH,3665600000,314801728,1.2537E+12
MAR,RCH,3665600000,314801728,1.24559E+12
MAR,RCH,3619500000,355688264,1.41653E+12
MAR,RCH,3619500000,355688264,1.40737E+12
NLD,RCH,7832000000,967095360,3.85146E+12
NLD,RCH,7832000000,967095360,3.82656E+12
NLD,RCH,8334750000,1101777549,4.38783E+12
NLD,RCH,8334750000,1101777549,4.35947E+12
POL,RCH,1810000000,249780000,9.8832E+11
POL,RCH,2631224000,328903000,1.25708E+12
POL,RCH,3275000000,473237500,1.80874E+12
GBR,RCH,728890000,124614414,4.89208E+11
GBR,RCH,945538000,69806081,2.74043E+11
GBR,RCH,2171379000,224332301,8.80677E+11
TUR,RCH,8389250000,698824525,2.78307E+12
TUR,RCH,8389250000,698824525,2.76508E+12
TUR,RCH,8139150000,867714782,3.45567E+12
TUR,RCH,8139150000,867714782,3.43334E+12
TUR,RCH,8345850000,751710710,2.99369E+12
TUR,RCH,8345850000,751710710,2.97434E+12
TUR,RCH,579812000,113672143,4.37048E+11
PAN,ADZ,10600,43800,171495834
PAN,ADZ,19200,592100,2318326103
PAN,ADZ,1400,2255400,8830860822
PAN,ADZ,176500,3264796,12783080202
PAN,ADZ,236900,11692293,45780354780
ALB,BUN,1994300,8489835,33387040222
DEU,BUN,12582400,48399657,1.94897E+11
DEU,BUN,1955700,7614098,29477599702
DEU,BUN,12414700,47148875,1.85087E+11
DEU,BUN,1996600,9012490,35652328941
DEU,BUN,1993000,7941820,31633460333
DEU,BUN,25161800,110574611,4.30357E+11
DEU,BUN,2098700,7216829,28331610783
DEU,BUN,56386100,330538987,1.31642E+12
DEU,BUN,12597800,52499385,2.09772E+11
DEU,BUN,57240100,313803449,1.23571E+12
DEU,BUN,2000100,7892966,30167310700
DEU,BUN,3846500,15264011,59765166589
DEU,BUN,4192500,17043696,67437814584
DEU,BUN,1440000,19296000,76084706880
DEU,BUN,1926300,7701429,30794240870
DEU,BUN,3988900,15094779,59726417756
DEU,BUN,6121000,25797224,1.00599E+11
DEU,BUN,7080000,114981600,4.5187E+11
DEU,BUN,6283000,26278561,1.03978E+11
DEU,BUN,1931400,9452681,36128619416
DEU,BUN,4320000,67824000,2.6556E+11
DEU,BUN,4320000,54000000,2.11433E+11
DEU,BUN,19542100,88111049,3.43586E+11
DEU,BUN,48600,289288,1144643186
DEU,BUN,12404700,49556325,1.96378E+11
DEU,BUN,8363800,39007366,1.49976E+11
DEU,BUN,18109400,79356463,3.16491E+11
DEU,BUN,813400,4668916,18329090365
DEU,BUN,40526300,165951995,6.55308E+11
DEU,BUN,14334400,61631426,2.39788E+11
DEU,BUN,8406100,32993943,1.30278E+11
DEU,BUN,2088300,9039691,34550150986
DEU,BUN,27439600,105459132,4.24072E+11
DEU,BUN,1240100,10945034,43297241099
DEU,BUN,420200,1981530,7838694896
DEU,BUN,13607600,54649555,2.14842E+11
DEU,BUN,10484300,45499707,1.80031E+11
DEU,BUN,10499100,40865191,1.60706E+11
DEU,BUN,2097800,8327046,33684733020
DEU,BUN,12505400,55660440,2.20553E+11
DEU,BUN,5767200,23314747,89110128771
DEU,BUN,733000,5659042,21629141472
DEU,BUN,2000000,1840000,7235965600
DEU,BUN,2500000,2300000,9044957000
DEU,BUN,2310000,2148300,8448383097
DEU,BUN,389762,7268439,29062926025
DEU,BUN,3859900,13559944,54238555605
DEU,BUN,2100300,8149366,32454850095
DEU,BUN,23000000,21620000,85526125600
DEU,BUN,412015,8957333,35815985573
DEU,BUN,2500000,1415975,5481876413
ABW,BUN,300000,525000,2032511250
ABW,BUN,800,92234,357079319
ABW,BUN,1771,23920,92605084
ABW,BUN,8500,24650,95431242
ABW,BUN,910500,674850,2612648032
ABW,BUN,2313,16910,65466219
ABW,BUN,100,3036,11753722
ABW,BUN,100,19450,75299702
ABW,BUN,100,24250,93882662
ABW,BUN,400,15352,59434500
ABW,BUN,200,50190,194308075
ABW,BUN,2135000,1687432,6635978206
ABW,BUN,180000,83316,327647668
ABW,BUN,738045,1274805,5026594359
ABW,BUN,2536500,1925076,7401551455
ABW,BUN,110400,88348,339681273
ABW,BUN,101700,4466740,17860304557
ABW,BUN,2000,1000,3998510
ABW,BUN,1500,4350,17393518
ABW,BUN,3000,600,2399106
SAU,BUN,1500000,12268599,48946189140
SAU,BUN,953100,8326794,32947125427
SAU,BUN,1995000,8638999,34174843364
SAU,BUN,1995000,8638999,34174843364
SAU,BUN,1925400,7897329,30363729512
SAU,BUN,2623400,13082521,51223695199
SAU,BUN,1223900,18496713,72739988575
SAU,BUN,1926200,18374397,70646065329
SAU,BUN,2459200,34128150,1.33979E+11
SAU,BUN,36400,1546398,6106014358
SAU,BUN,300,7500,29614050
ARG,BUN,1318448,9342948,37588641823
ARG,BUN,3780000,15080346,60067280169
ARG,BUN,766800,8597648,33663488908
ARG,BUN,93408,520513,2038032215
AUS,BUN,1996300,7983492,31258804081
AUS,BUN,1998100,8913524,34067934404
AUS,BUN,1988800,8961935,35460225930
AUS,BUN,6796600,29935965,1.17542E+11
AUS,BUN,810300,4399003,16813209416
AUS,BUN,3332000,16905049,65688206552
AUS,BUN,1515100,6585841,26232392577
AUS,BUN,815800,3323967,13239859155
AUS,BUN,1899600,8139103,32204477186
AUS,BUN,25645900,127001501,4.979E+11
AUS,BUN,1706400,7717162,29846191007
AUS,BUN,4004700,17847309,70601812726
AUS,BUN,1999500,7676680,30577367942
AUS,BUN,3856700,16842750,67229394988
AUS,BUN,1920100,9121752,36486187042
AUS,BUN,594800,3369173,13226598288
AUS,BUN,8407000,47080295,1.83971E+11
AUS,BUN,840200,5944549,22720363505
AUS,BUN,3134000,19013730,74145963279
AUS,BUN,105300,709889,2803025112
AUS,BUN,879100,5729661,22182096076
AUS,BUN,112000,1171534,4504325638
AUS,BUN,1996100,8777080,35505219557
AUT,BUN,839600,4529136,17534323566
BHS,BUN,10000000,6824000,27000930240
BHS,BUN,2600000,1842412,7083724081
BHS,BUN,40000000,29245640,1.1596E+11
BHS,BUN,4000000,3174080,12691590620
BHS,BUN,5250000,3720255,14799563776
BHR,BUN,77100,512400,2040633000
BRB,BUN,2650000,1768610,6955217999
BRB,BUN,2650000,2063078,8249238013
BRB,BUN,10600000,6779230,26659932105
BRB,BUN,222870,569730,2177536546
BRB,BUN,78300,272250,1040553112
BRB,BUN,7950000,5970450,23623637742
BRB,BUN,18144,100530,386518749
BEL,BUN,25150200,100288944,3.98749E+11
BEL,BUN,4196400,16097390,64118318978
BEL,BUN,14691700,64210442,2.48461E+11
BEL,BUN,29234900,122633097,4.87819E+11
BEL,BUN,27279100,118337921,4.7067E+11
BEL,BUN,7703500,29041163,1.14009E+11
BEL,BUN,1925900,7035356,28304714612
BEL,BUN,1994700,9973565,39326066001
BEL,BUN,1994400,8017747,31392927136
BEL,BUN,1993300,9234832,35295989645
BEL,BUN,3986300,15027816,59848277220
BEL,BUN,8556200,40018077,1.58187E+11
BEL,BUN,1666000,7531207,29695775137
BEL,BUN,10484500,44644947,1.71651E+11
BEL,BUN,8171900,33932396,1.316E+11
BEL,BUN,14751700,63438542,2.47739E+11
BEL,BUN,5848100,23636835,94615821376
BEL,BUN,2093000,8582464,33958750256
BEL,BUN,29370900,122090168,4.83411E+11
BEL,BUN,2098900,8699199,33248773537
BEL,BUN,7200000,4236141,16401476603
BEL,BUN,712500,1723208,6932827657
BEL,BUN,3598100,5950557,23561338527
BEL,BUN,13250000,9606250,38256890625
BEL,BUN,21487500,19231313,76588704022
BEL,BUN,1934300,2734373,10513144654
BEL,BUN,360,1200,4646156
BEL,BUN,2400000,1412047,5623477177
BEL,BUN,1760000,2328800,9293961344
BEL,BUN,120,400,1593000
BEL,BUN,2004500,7302563,28834462108
BOL,BUN,144429,1879894,7392852345
BOL,BUN,197900,2256292,8834353385
BOL,BUN,10800,2966328,11483990535
BOL,BUN,2920487,15953837,63791576775
BOL,BUN,120000,316600,1273748286
BOL,BUN,7589,49014,195198255
BOL,BUN,1782383,3951464,15588837077
BOL,BUN,50805,130735,520652137
BOL,BUN,409215,1182985,4624155121
BOL,BUN,261000,1159400,4664509674
BOL,BUN,1000,4000,15661720
BOL,BUN,387000,6610800,25884124644
BOL,BUN,2400,48960,191699452
BOL,BUN,100,70000,267543500
BOL,BUN,550,2830,11080666
BOL,BUN,407187,2090880,8344451174
BOL,BUN,73400,283239,1130372860
BOL,BUN,47746,248360,991174956
BOL,BUN,390000,6770400,26788847904
BOL,BUN,243000,4687140,18857348519
BOL,BUN,20000,40000,160928400
BOL,BUN,1814400,3904000,15706611840
BOL,BUN,96000,612480,2439599712
BOL,BUN,570000,620730,2472460699
BOL,BUN,5000000,1270000,5109476700
BOL,BUN,5000000,1643750,6613151437
BOL,BUN,40000,522400,2062717296
BOL,BUN,300000,585000,2264798250
BOL,BUN,600000,2970000,11498206500
BOL,BUN,252115,2112783,8179533745
BOL,BUN,47125000,1405355,5440761614
BOL,BUN,1863000,422280,1634835906
BOL,BUN,777600,1244160,4816703231
BOL,BUN,200000,480000,1858296000
BOL,BUN,107879,684165,2648710589
BOL,BUN,3600000,186556,722242226
BOL,BUN,3437600,256152,991679660
BOL,BUN,41400,2312762,8953742444
BOL,BUN,100,51850,200734682
BOL,BUN,500,85524,331101889
BOL,BUN,81000,18360,71079822
BOL,BUN,51840,82944,321113548
BOL,BUN,10000,200,774290
BOL,BUN,1000,100,387145
BOL,BUN,118,1000,3871450
BOL,BUN,3135,4130,15989088
BOL,BUN,1000,1000,3871450
BOL,BUN,1000,1000,3871450
BOL,BUN,3780000,4203360,16457961844
BOL,BUN,102300,2257440,8991722136
BOL,BUN,372000,1588740,6286262882
BOL,BUN,52000,1019401,4033525100
BOL,BUN,264600,2309696,9138912744
BOL,BUN,30000,1165978,4613495111
BOL,BUN,2000,1000,3956760
BOL,BUN,5000,2500,9891900
BOL,BUN,7000,3500,13848660
BOL,BUN,17,2000,7913520
BOL,BUN,5000,1500,5935140
BOL,BUN,2000000,3216106,12939069820
BOL,BUN,107275,752786,2914373359
BOL,BUN,39360000,2961512,11914784693
BOL,BUN,478040,2344626,9432922769
BOL,BUN,18400000,436264,1755181687
BOL,BUN,200,9026,36098855
BOL,BUN,1000,109520,438017573
BOL,BUN,1700,15566,62255127
BOL,BUN,200,1890,7558922
BOL,BUN,22700,6862492,27446056378
BOL,BUN,5600,172559,690137641
BOL,BUN,70,5670,22676768
BOL,BUN,6000,1200,4827852
BOL,BUN,300,988,3951436
BOL,BUN,500,10170,40674202
BOL,BUN,2100,20550,82188285
BOL,BUN,100,389,1555778
BOL,BUN,30,5103,20409091
BOL,BUN,1286428,6724432,26836401180
BOL,BUN,5503780,18681936,74412953378
BOL,BUN,300000,983000,3915436450
BOL,BUN,264390,1409400,5613851610
BOL,BUN,31200,891852,3566079140
BOL,BUN,34375,1375000,5440545000
BOL,BUN,614377,2871000,11359857960
BOL,BUN,1800000,7043792,28056480104
BOL,BUN,10800,2851640,11214330947
BOL,BUN,300,30,117977
BOL,BUN,1500,8750,34621650
BOL,BUN,300,400,1582704
BOL,BUN,300,518,2037081
BOL,BUN,300,108,424719
BOL,BUN,300,245,963484
BOL,BUN,300,96,377528
BOL,BUN,300,6,23595
BOL,BUN,50000,288255,1128642274
BOL,BUN,652800,4431535,17351365085
BOL,BUN,100100,531526,2081152846
BOL,BUN,1147624,7877946,31472131085
BOL,BUN,10500,2236185,8905606762
BOL,BUN,6300,1618155,6444302287
BOL,BUN,150000,525000,2046000222
BOL,BUN,4866744,11971977,46508962973
BOL,BUN,6231060,21814601,85718563918
BOL,BUN,10600,2257482,8739728688
BOL,BUN,7500,1941150,7515065167
BOL,BUN,25200,7001820,27107196038
BOL,BUN,117300,306153,1231717811
BOL,BUN,12500,3185025,12558649125
BOL,BUN,3648000,8222592,31614303947
BOL,BUN,1260000,2125032,8170344281
BOL,BUN,2400,43200,166095792
BOL,BUN,1902156,3104600,12490457766
BOL,BUN,108600,39096,157291418
BOL,BUN,1106127,1615208,6433615745
BOL,BUN,289772,901868,3592275524
BOL,BUN,1333697,1944561,7613792476
BOL,BUN,162192,752500,2946361075
BOL,BUN,204768,4213860,16734379002
BOL,BUN,649505,3628150,14243282425
BOL,BUN,70000,3210200,12836016802
BOL,BUN,229997,4733036,18580810737
BOL,BUN,586224,2775760,11077725068
BOL,BUN,115198,772950,3084750696
BOL,BUN,76798,460800,1838997504
BOL,BUN,129600,222146,893740008
BOL,BUN,43200,173707,698859739
BOL,BUN,556800,2588159,10412707170
BOL,BUN,36000,116825,470011508
BOL,BUN,150000,325223,1308440425
BOL,BUN,2400000,4890000,19552713900
BOL,BUN,26500,310350,1255434027
BOL,BUN,849100,10268110,41077959163
BOL,BUN,399700,5891238,23624031820
BOL,BUN,600000,9855408,38588160145
BOL,BUN,600,26810834,1.06084E+11
BOL,BUN,700,18764300,74741021545
BOL,BUN,3060000,698400,2763401184
BOL,BUN,100,54954,217439789
BOL,BUN,200,320421,1267828995
BOL,BUN,100,6942,27467827
BOL,BUN,500,625553,2475163088
BOL,BUN,300,1837521,7270629591
BOL,BUN,100,645608,2554515910
BOL,BUN,2371200,2351904,9305919671
BOL,BUN,26000,348400,1393080884
BOL,BUN,302645,1878860,7512640498
BOL,BUN,378705,1591492,6363596676
BOL,BUN,22000,923260,3714468864
BOL,BUN,142680,560920,2256698953
BOL,BUN,17803284,35050711,1.37064E+11
BOL,BUN,2015928,4199850,16487645134
BOL,BUN,1280000,1536000,6143861760
BOL,BUN,832656,5083722,19545945182
BOL,BUN,3086806,5399675,21724026456
BOL,BUN,632252,1417666,5703568027
BOL,BUN,88822,923832,3551958511
BOL,BUN,310800000,5378600,21465347168
BOL,BUN,6053904,11905507,46738282215
BOL,BUN,1814772,4144980,16510077086
BOL,BUN,183744,389180,1550162317
BOL,BUN,4147200,15628800,62351879040
BOL,BUN,171072,2232078,8831796947
BOL,BUN,306268,2815346,11142350729
BOL,BUN,7273374,14942275,58724983351
BOL,BUN,6763200,6037426,23409861558
BOL,BUN,2516800,2982407,11398908674
BOL,BUN,11200,2283874,9111629516
BOL,BUN,800000,920000,3537225200
BOL,BUN,90000,269100,1034638371
BOL,BUN,1200000,2052000,7889550120
BOL,BUN,5100,60553,238130122
BOL,BUN,300000,571000,2195386510
BOL,BUN,2554735,1502854,5910108611
BOL,BUN,2728600,12943784,50902595520
BOL,BUN,970800,521725,2064340611
BOL,BUN,5414400,1959502,7753279133
BOL,BUN,379200,247150,977913234
BOL,BUN,480,1,3932
BOL,BUN,1400,70,275281
BRA,BUN,4615000000,842237500,3.32097E+12
BRA,BUN,2500000,4389800,17552659198
BRA,BUN,3268000,12299780,49198013019
BRA,BUN,7533000,5379669,21643538117
BRA,BUN,13739800,19881505,79441246717
BRA,BUN,12623900,29262330,1.13288E+11
BRA,BUN,12431700,28891498,1.14291E+11
BRA,BUN,1903300,4567920,18070143369
BRA,BUN,2500000,4389800,17263283582
BRA,BUN,24621800,16447364,62862647574
BRA,BUN,7564000,5099052,20349704645
CPV,BUN,122580,455000,1812037500
CPV,BUN,10273613,20315996,80937214230
CPV,BUN,231840,624350,2486473875
CPV,BUN,9008,34977,139295902
CPV,BUN,5000000,3750000,14682862500
CAN,BUN,5768200,24546987,97774331269
CAN,BUN,11536700,46687811,1.84647E+11
CAN,BUN,2092000,7978888,31563523461
CAN,BUN,28843300,127305196,5.03077E+11
CAN,BUN,1938200,9709538,37589990889
CAN,BUN,19235300,69418855,2.79287E+11
CAN,BUN,1930200,7051064,27728943775
CAN,BUN,15555800,64319391,2.45832E+11
CAN,BUN,7950000,5996447,23726501631
CAN,BUN,14000000,10360000,41331738000
CAN,BUN,7705000,37542983,1.43491E+11
CAN,BUN,3837200,20110988,77322927772
CAN,BUN,1367040,22203008,88778949518
CAN,BUN,1922900,7376252,29504344137
CAN,BUN,17308700,65549427,2.62045E+11
CAN,BUN,18960000,91433079,3.53713E+11
CAN,BUN,813900,7213156,27733214320
CAN,BUN,7676400,34061193,1.33364E+11
CAN,BUN,1924000,7656179,30613308293
CAN,BUN,6203200,26798632,1.04956E+11
CAN,BUN,407500,3535519,13512930393
CAN,BUN,3856800,14803200,58572709632
CAN,BUN,131900,1858722,7354516860
CAN,BUN,34000000,25160000,1.00143E+11
CAN,BUN,6461172,10522440,41964300838
CAN,BUN,21300,2794995,11131067587
CAN,BUN,2150000,2386500,9524235120
CAN,BUN,4750000,3266000,12557149460
CAN,BUN,32800000,25129684,99480834202
CAN,BUN,5990900,5446286,21690392184
CAN,BUN,13999200,10966586,43706368887
CAN,BUN,1208189,3458815,13991667614
CAN,BUN,6000000,4480000,17873184000
CAN,BUN,2500000,1900000,7439317000
CAN,BUN,5816388,11364812,44388081293
CAN,BUN,17344200,78868260,3.01438E+11
CAN,BUN,6000000,4566000,18184095000
CAN,BUN,96036,328600,1263404566
CAN,BUN,208800,624370,2400584019
CAN,BUN,72000,247300,950821513
CAN,BUN,612000,2313000,8893045530
CAN,BUN,2150000,2386500,9175639065
CAN,BUN,5000,8113,31192943
CAN,BUN,5000,4220,16225098
CAN,BUN,2000,2360,9073751
CAN,BUN,5000,9500,36525695
CAN,BUN,5000,31500,121111515
CAN,BUN,20000,45710,175746265
CAN,BUN,3853700,16572888,66001526460
CAN,BUN,1925700,1824889,7219041897
CAN,BUN,5247500,3935625,15742145793
CAN,BUN,3841200,15056808,58291679331
COG,BUN,8526912,16348160,62855569048
COG,BUN,8526912,16348160,65243544780
COG,BUN,6919680,12717649,48896944051
KOR,BUN,7241100,34579563,1.37608E+11
KOR,BUN,2000000,6000000,22932300000
KOR,BUN,913100,4483900,17741716164
KOR,BUN,59158800,248668575,9.79387E+11
KOR,BUN,1926400,8283713,33122509267
KOR,BUN,23997700,96567536,3.86494E+11
KOR,BUN,1929900,8028384,32029639387
KOR,BUN,10058400,40434768,1.61679E+11
KOR,BUN,21740300,91366283,3.61197E+11
KOR,BUN,1929400,9538598,37741943022
KOR,BUN,502000,8265600,32505215903
KOR,BUN,1924900,15110465,60792573892
KOR,BUN,466500,4456750,17450092652
KOR,BUN,117654300,503278350,1.97369E+12
KOR,BUN,38980600,159539737,6.38185E+11
KOR,BUN,406600,1658928,6710728724
KOR,BUN,3834500,15639008,61665077714
KOR,BUN,1926200,8584319,34258987010
KOR,BUN,1128300,8362040,33079226795
KOR,BUN,102493000,40124700,1.60495E+11
KOR,BUN,1922800,9284258,35943540634
KOR,BUN,1872000,11431680,44878146393
KOR,BUN,684000,16532896,66122160249
KOR,BUN,1923500,10752700,43009832257
KOR,BUN,10294400,79780538,3.14035E+11
KOR,BUN,7145700,12465841,48537892291
KOR,BUN,2066600,16545079,63612685189
KOR,BUN,2028900,14923371,59432325007
CIV,BUN,13795219,22964753,91457128822
CIV,BUN,151600,349195,1390669087
CIV,BUN,9275846,15232100,58564530400
CRI,BUN,2500000,1250000,4915737500
CRI,BUN,39000,2082600,8378737146
CRI,BUN,8822124,16284375,63044143592
CRI,BUN,39000,2082600,8311406688
CRI,BUN,7701829,14336887,57216795590
CRI,BUN,2500000,1726500,6890254320
CRI,BUN,163200,860064,3329694772
CRI,BUN,893200,643658,2491889764
CRI,BUN,4800000,2121600,8213668320
CRI,BUN,47700,10930511,43370955430
CRI,BUN,36200,9376770,37278110139
CRI,BUN,15300,4665018,18682504665
CRI,BUN,29400,4397909,17184125590
CRI,BUN,400,524,2014680
CRI,BUN,1700,12052,46337650
CRI,BUN,200,8,30758
CRI,BUN,200,630,2422230
CRI,BUN,1,376,1445648
CRI,BUN,100,23,88430
CRI,BUN,400,3010,11572878
CRI,BUN,10,189,726669
CRI,BUN,3200,4128,15871375
CRI,BUN,200,43591,168760376
CRI,BUN,12400,3649341,14128241213
CRI,BUN,600,432,1723485
CRI,BUN,400,2572,10261122
CRI,BUN,2900,20561,82029137
CRI,BUN,1300,1677,6690475
CRI,BUN,1100,289256,1154385984
CRI,BUN,5600,1705403,6806058723
CRI,BUN,1044934,3939447,15849222562
CRI,BUN,144000,319500,1285415595
CRI,BUN,1927689,1758671,6916131987
CRI,BUN,3600,17460,70245246
CRI,BUN,118200,1725520,6942129318
CRI,BUN,19200,108840,437886176
CRI,BUN,4200,87690,352795284
CRI,BUN,7860000,8095800,31126812798
CRI,BUN,3966219,7327287,28661049098
CRI,BUN,2509532,4959563,19136865070
CRI,BUN,5753088,13638722,52961891064
CRI,BUN,2040545,2137269,8390426521
CRI,BUN,250830,2679415,10518767023
CRI,BUN,981240,556910,2186300569
CRI,BUN,310800,6760840,26929439846
CRI,BUN,2000,1000,3983150
CRI,BUN,739950,1088082,4304321821
CRI,BUN,1500,4350,17326702
CRI,BUN,1500,4350,17326702
CRI,BUN,800,456104,1753633220
CRI,BUN,144700,5643835,22480241380
CRI,BUN,792000,444761,1749062660
CRI,BUN,4600,714040,2745348132
CRI,BUN,3900,2843030,10930910174
CRI,BUN,5500,1100,4381465
CRI,BUN,198360,126432,486107017
CRI,BUN,60480,674632,2593831859
CRI,BUN,1558440,912076,3506758925
CRI,BUN,800,1875,7417275
CRI,BUN,2358000,2475900,9902188737
CRI,BUN,86112,280761,1120483459
CRI,BUN,5230720,5375760,21454013068
CRI,BUN,114000,141500,564709520
CRI,BUN,2568595,5241502,20918205500
CRI,BUN,2560506,4925739,19658033259
CRI,BUN,559152,1338148,5340388089
CRI,BUN,1789320,1120968,4464255060
CRI,BUN,100000,10620,42383145
CRI,BUN,23837,107903,430627924
CRI,BUN,17106,209400,835690272
CRI,BUN,120000,61740,246396931
CRI,BUN,38700,2066962,8248997305
CRI,BUN,243600,12801271,51088336404
CRI,BUN,91700,6539113,26096815283
CRI,BUN,135800,6271748,25029793656
CRI,BUN,68000000,127500000,5.05641E+11
CRI,BUN,2000000,4000000,15703080000
CRI,BUN,600000,1769872,7120566729
CRI,BUN,800000,6615000,26348537250
CRI,BUN,40000,260000,1035619000
CRI,BUN,16500,780000,3106857000
CRI,BUN,120630,1200000,4779780000
CRI,BUN,171696,1123800,4476263970
CRI,BUN,3807,112000,446112800
CRI,BUN,2105,700,2788205
CRI,BUN,4000,1200,4779780
CRI,BUN,5000,500,1991575
CRI,BUN,10000000,2997100,11858805396
CRI,BUN,29047,15927629,63007789006
CRI,BUN,18200,7639048,30219157202
CRI,BUN,1609700,4105177,16420338534
CRI,BUN,548043,1153081,4407133236
CRI,BUN,14000000,26250000,1.00926E+11
