DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
DOM,SMR,291,580,2339621
DOM,SMR,2889172,14650565,58383191148
DOM,SMR,2640000,343200,1404487656
DOM,SMR,197044,722060,2870253485
DOM,SMR,7500,21851,87183086
DOM,SMR,799454,1834873,7337336526
DOM,SMR,96535,479607,1906480989
DOM,SMR,278447,703200,2795283287
DOM,SMR,651,3982,15828808
DOM,SMR,6000,1200,4770108
DOM,SMR,40000,8000,31800720
DOM,SMR,144099,771388,3176352080
DOM,SMR,12936,47960,197485371
DOM,SMR,38610,207636,854984833
DOM,SMR,60000,225600,928955376
DOM,SMR,10000,9200,37882932
DOM,SMR,95856,288520,1188041688
DOM,SMR,534269,2587227,10653450489
DOM,SMR,1200,4194,17264978
DOM,SMR,9681112000,987153411,3.99157E+12
DOM,SMR,720000,112400,456000056
DOM,SMR,3757800,12105824,49834714020
DOM,SMR,4793800,9240000,37338033744
DOM,SMR,11776000,15040000,61548643200
DOM,SMR,20003700,19163545,78423550109
DOM,SMR,143,132079,533228018
DOM,SMR,7800000,11070000,45296189100
DOM,SMR,2600000,3690000,14778671400
SWE,SMR,13713840,8845200,35716348980
SWE,SMR,86965920,42508800,1.7219E+11
SWE,SMR,2008800,1107000,4491032580
SWE,SMR,7836480,5054400,20091694896
SWE,SMR,7836480,5054400,20684272752
SWE,SMR,82511568,40331520,1.61502E+11
SWE,SMR,7836480,5054400,20550128976
CHE,SMR,138864100,60295704,2.42925E+11
SUR,SMR,183768,456000,1877675760
SUR,SMR,948960,2955840,12171291926
SUR,SMR,1448400,3746352,14912991015
SUR,SMR,1792320,5863200,23339464343
TUR,SMR,50889600,17273103,69232797771
URY,CTG,10722000,11408208,45348653538
URY,CTG,6483300,6794498,27805328000
URY,CTG,6507200,6819546,27907832682
XCF,SMR,4287400,4673266,18851160588
XCF,SMR,743300,839929,3340263244
XCF,SMR,4501700,4771802,19632577250
DEU,RCH,8236500000,1459919625,5.78649E+12
BRA,RCH,1001932000,229803124,9.1477E+11
BRA,RCH,6986994000,1934139679,7.69917E+12
CAN,RCH,5765000000,390691687,1.57381E+12
CAN,RCH,5765000000,390691687,1.57381E+12
KOR,RCH,23054250000,1754267830,7.02117E+12
KOR,RCH,23054250000,1754267830,7.02117E+12
KOR,RCH,8301550000,642955048,2.63118E+12
KOR,RCH,8301550000,642955048,2.63118E+12
KOR,RCH,8429550000,697376672,2.8539E+12
KOR,RCH,8429550000,697376672,2.8539E+12
KOR,RCH,8129750000,628754865,2.57307E+12
KOR,RCH,23841450000,1854738816,7.5902E+12
CHL,RCH,6303000000,654692610,2.59492E+12
CHL,RCH,6967600000,758214232,3.10286E+12
CHL,RCH,200,13500000,54812025000
CHN,RCH,8490450000,583718438,2.31361E+12
CHN,RCH,25357250000,1873185298,7.59053E+12
CHN,RCH,7649750000,538312908,2.13364E+12
CHN,RCH,40227750000,2867795158,1.13667E+13
CHN,RCH,8115850000,563645783,2.23405E+12
CHN,RCH,24241350000,1796117748,7.27773E+12
CHN,RCH,15520500000,1079140365,4.27725E+12
CHN,RCH,16422000000,1237726140,5.06518E+12
CHN,RCH,4928200000,529239398,2.14879E+12
ESP,RCH,3990200000,634840820,2.51624E+12
ESP,RCH,3990200000,634840820,2.51624E+12
USA,RCH,100,511700,2077578755
USA,RCH,200,2777230,11275970384
USA,RCH,100,1223813,4968864351
USA,RCH,1200,51875941,2.10624E+11
USA,RCH,100,238000,966315700
USA,RCH,300,3179439,12908999255
USA,RCH,100,734288,2981319423
USA,RCH,400,74126435,3.00964E+11
USA,RCH,1600,32484769,1.31893E+11
USA,RCH,26100,28679439,1.16443E+11
USA,RCH,15900,17849540,72471809831
USA,RCH,700,3007147,12209467891
USA,RCH,400,1294716,5256741167
USA,RCH,900,1801330,7313669999
USA,RCH,3000,9296995,37747194247
USA,RCH,300,990585,4021923687
USA,RCH,2000,3539652,14371518067
USA,RCH,2500,4194952,17032134362
USA,RCH,1900,5470144,22209605161
USA,RCH,300,1205499,4894506764
USA,RCH,400,975377,3960176926
USA,RCH,200,2000000,8120300000
GTM,RCH,460979000,46097900,1.85951E+11
GTM,RCH,2001961000,279073363,1.14819E+12
ISR,RCH,8450600000,927791374,3.67737E+12
ISR,RCH,8450600000,927791374,3.67737E+12
MAR,RCH,3615800000,316454816,1.25429E+12
MAR,RCH,3615800000,316454816,1.25429E+12
MAR,RCH,6948100000,603928852,2.47148E+12
NLD,RCH,24287700000,2819817760,1.12983E+13
NLD,RCH,24287700000,2819817760,1.12983E+13
PER,RCH,105320000,28225760,1.11711E+11
PER,RCH,105320000,28225760,1.15509E+11
GBR,RCH,900000000,67012907,2.70544E+11
GBR,RCH,936000000,75630222,3.05334E+11
GBR,RCH,3270000000,338745608,1.36758E+12
GBR,RCH,3570171000,368567957,1.48798E+12
TUR,RCH,3015150000,439789779,1.74314E+12
TUR,RCH,3015150000,439789779,1.74314E+12
TUR,RCH,8317350000,883718438,3.61647E+12
TUR,RCH,8317350000,883718438,3.61647E+12
TUR,RCH,8331400000,709918594,2.81381E+12
TUR,RCH,41196300000,4267389108,1.73722E+13
USA,ADZ,19200,38918640,1.54773E+11
PAN,ADZ,1100,122096897,4.93822E+11
PAN,ADZ,200,13670100,55288856151
ALB,BUN,1997300,8508498,34350423040
DEU,BUN,6322700,30013061,1.20431E+11
DEU,BUN,10497600,35996270,1.45203E+11
DEU,BUN,2279200,10553955,42856043830
DEU,BUN,1925800,8958271,36877528815
DEU,BUN,59848300,314863358,1.25444E+12
DEU,BUN,47483900,275484115,1.10469E+12
DEU,BUN,16334400,67878615,2.71539E+11
DEU,BUN,15690500,64341642,2.6472E+11
DEU,BUN,28103200,148916321,6.09712E+11
DEU,BUN,26201600,103807346,4.12004E+11
DEU,BUN,1440000,26424000,1.06679E+11
DEU,BUN,4201700,15608269,61864466759
DEU,BUN,4197400,16748994,67080725909
DEU,BUN,38312500,153776901,6.11425E+11
DEU,BUN,72941600,285795581,1.16057E+12
DEU,BUN,7200000,117216000,4.74892E+11
DEU,BUN,90000000,75600000,3.05212E+11
DEU,BUN,13250000,12612808,50515052808
DEU,BUN,30000000,25200000,1.01737E+11
DEU,BUN,2344300,17856770,71246548054
DEU,BUN,30000000,25200000,1.01737E+11
DEU,BUN,99807500,83838300,3.38471E+11
DEU,BUN,25234200,96299484,3.9521E+11
DEU,BUN,6288900,25177948,1.00839E+11
DEU,BUN,2098800,8143545,32936649187
DEU,BUN,12500600,46636855,1.88548E+11
DEU,BUN,8041600,34527403,1.38846E+11
DEU,BUN,2066200,7954870,32342830897
DEU,BUN,1290200,11236406,45983081364
DEU,BUN,407600,2394306,9798290272
DEU,BUN,2098900,7820027,31085311127
DEU,BUN,1926200,9427231,37310812034
DEU,BUN,10501900,45604576,1.82057E+11
DEU,BUN,2092100,8850976,35448689938
DEU,BUN,16798200,64420030,2.58006E+11
DEU,BUN,160000,2720000,11090636800
DEU,BUN,9955000,9579099,38742761696
DEU,BUN,4000000,3760000,15167200800
DEU,BUN,3841200,23906436,96002040274
DEU,BUN,2000000,1900000,7823649000
DEU,BUN,12500000,11875000,48897806250
DEU,BUN,1923400,7371810,29218684961
DEU,BUN,100200,1027455,4099432429
DEU,BUN,16000000,14720000,59377977600
DEU,BUN,12000000,11160000,45670402800
DEU,BUN,5000000,4750000,19559122500
DEU,BUN,6000000,5520000,22589661600
ABW,BUN,5400,80340,326645568
ABW,BUN,2400,20520,83430010
ABW,BUN,153400,701960,2854021945
ABW,BUN,85200,172050,699519169
ABW,BUN,218400,495720,2015493417
ABW,BUN,138600,682530,2775023645
ABW,BUN,111100,537590,2185728043
ABW,BUN,77800,1649860,6707984284
ABW,BUN,900,1936,7871368
ABW,BUN,100,548,2228052
SAU,BUN,1993800,9645994,38942710516
SAU,BUN,5783200,24868338,1.01769E+11
SAU,BUN,1927300,8901428,36653499089
SAU,BUN,3990000,17294198,68776258374
SAU,BUN,1934800,17701659,70627672227
SAU,BUN,1879600,14055269,55949387649
ARG,BUN,842868,4829918,19393470861
ARG,BUN,1646529,12143110,48680231610
ARG,BUN,15642276,32821424,1.3121E+11
ARG,BUN,1039392,11573798,46006888691
ARG,BUN,259560,1451617,5770308220
AUS,BUN,1998400,7958848,32359004609
AUS,BUN,1990300,7874079,31969941851
AUS,BUN,3904000,17162323,70669469039
AUS,BUN,1918100,9565093,38616097808
AUS,BUN,27698400,123968497,4.97287E+11
AUS,BUN,139900,986295,3920611391
AUS,BUN,50000,275500,1095137295
AUS,BUN,7930300,34045694,1.35567E+11
AUS,BUN,1905200,7262622,29905371235
AUS,BUN,1114100,5675400,22560225784
AUS,BUN,813600,4412385,17539627489
AUS,BUN,1546100,8105845,32081070164
AUS,BUN,1892900,9448291,37635073336
AUS,BUN,1343200,6002094,23947694829
AUS,BUN,1908600,7054208,28763109867
AUS,BUN,3820300,19631355,80337983006
AUS,BUN,100800,511056,2031493595
AUS,BUN,1910000,7059383,28784210619
AUS,BUN,14544,283905,1148256611
AUS,BUN,23631,454680,1838957806
AUS,BUN,4180600,17422577,69055603519
BHS,BUN,6000000,4662240,18822348705
BHS,BUN,22000000,17094880,69015278587
BHS,BUN,14000000,10738560,43353607046
BHS,BUN,1353500,1056894,4350799271
BRB,BUN,13250000,10097030,40763628545
BRB,BUN,7950000,6058218,24458177127
BRB,BUN,513872,1308927,5242331169
BRB,BUN,116580,405350,1623451071
BRB,BUN,48384,268080,1073676484
BRB,BUN,754793,2250112,9011833566
BEL,BUN,6190300,22338771,88798625213
BEL,BUN,9623700,34746688,1.42195E+11
BEL,BUN,2099900,8251283,33501446672
BEL,BUN,22953500,99628293,3.9788E+11
BEL,BUN,4176300,15974268,63315129416
BEL,BUN,6305000,24116505,95587455722
BEL,BUN,2099000,8028635,31822056826
BEL,BUN,10507900,40192518,1.65501E+11
BEL,BUN,7172500,7136638,28582663388
BEL,BUN,26790000,25720500,1.03012E+11
BEL,BUN,2000000,1990000,7970069400
BEL,BUN,8000000,8880000,35564932800
BEL,BUN,2097200,9122166,37037362284
BEL,BUN,1996700,8042271,32627010910
BEL,BUN,1925100,7734827,31849774486
BEL,BUN,10801200,48662506,1.98407E+11
BEL,BUN,602700,2958759,12108218218
BEL,BUN,9763900,37393135,1.51355E+11
BEL,BUN,1997000,8587385,33986894731
BEL,BUN,12421200,60787662,2.41636E+11
BEL,BUN,3977100,14949347,59451161122
BEL,BUN,2750400,13507794,55400496655
BEL,BUN,4096800,17392875,70980425405
BEL,BUN,20994000,79599222,3.26708E+11
BEL,BUN,10000000,7150000,29433618500
BEL,BUN,10503900,41694373,1.65812E+11
BEL,BUN,14400000,8472282,34009137872
BEL,BUN,3990700,15522868,61731962377
BEL,BUN,2477500,2217363,9074181125
BEL,BUN,5324200,8870867,35814650985
BEL,BUN,2492500,1707363,6887212090
BEL,BUN,9995000,8945525,36608040323
BEL,BUN,720,2400,9633996
BEL,BUN,2433600,543918,2211456365
BEL,BUN,2612000,1684740,6795954754
BEL,BUN,4776600,5762968,23431017663
BEL,BUN,90000000,63450000,2.54084E+11
BOL,BUN,2400000,4818000,19588976220
BOL,BUN,5633398,27599546,1.12095E+11
BOL,BUN,562300,4907275,19450327971
BOL,BUN,240000,616800,2496257448
BOL,BUN,11310,38654,152983641
BOL,BUN,123000,431419,1775606726
BOL,BUN,636000,884040,3577807124
BOL,BUN,12000,32640,132097670
BOL,BUN,1000,12810,52747865
BOL,BUN,31925,131200,525463872
BOL,BUN,30000,59100,241856703
BOL,BUN,30000,110700,455830497
BOL,BUN,50000,45000,185296950
BOL,BUN,151021,804739,3295964429
BOL,BUN,2014713,5405442,22172401986
BOL,BUN,91888,228611,934046047
BOL,BUN,331432,950074,3908520427
BOL,BUN,45000,1003000,4017075180
BOL,BUN,212541,800000,3204048000
BOL,BUN,110530,966700,3871691502
BOL,BUN,4800,94200,377276652
BOL,BUN,9000,46800,187436808
BOL,BUN,10400,90000,360455400
BOL,BUN,3000,90000,360455400
BOL,BUN,7700,1804862,7431898306
BOL,BUN,22100,5749228,23673653627
BOL,BUN,13200,4281552,17630189485
BOL,BUN,147500,221600,887521296
BOL,BUN,681992,3010786,11916135982
BOL,BUN,1264007,6507558,26796236646
BOL,BUN,20,2800,11529588
BOL,BUN,1000,70,288239
BOL,BUN,1000,4170,17170850
BOL,BUN,2000,56410,232280021
BOL,BUN,1800,13668,56280860
BOL,BUN,1000,1640,6753044
BOL,BUN,305,2050,8441305
BOL,BUN,400,1132,4661247
BOL,BUN,1390496,6771201,26916133380
BOL,BUN,600,1106,4377293
BOL,BUN,20000,4000,15900360
BOL,BUN,186938,1572478,6297868738
BOL,BUN,465800,1084800,4423206912
BOL,BUN,13960000,454171,1818982105
BOL,BUN,1561101,7007587,28290960159
BOL,BUN,14800,232000,922220880
BOL,BUN,101050,1085700,4348293642
BOL,BUN,5670000,6305040,25634968581
BOL,BUN,60467,362970,1453716628
BOL,BUN,16235800,1017740,4076109764
BOL,BUN,1847500,227944,912929396
BOL,BUN,45900,354900,1406670992
BOL,BUN,542136,1484052,5943717303
BOL,BUN,244800,575400,2322999126
BOL,BUN,79963,235876,944697532
BOL,BUN,22000,2135760,8465234263
BOL,BUN,100,95000,383533050
BOL,BUN,1700,17266,69151365
BOL,BUN,19900,7164,28692249
BOL,BUN,8150,53010,215058389
BOL,BUN,2326756,510110,2069485663
BOL,BUN,156200,2954568,11986505101
BOL,BUN,600,20100,80501706
BOL,BUN,371000,6423000,25724500380
BOL,BUN,10000,251000,1005270060
BOL,BUN,236800,566868,2299749463
BOL,BUN,73200,61308,248722877
BOL,BUN,374000,4339646,17605683443
BOL,BUN,51900,308217,1250417875
BOL,BUN,704300,790972,3208925945
BOL,BUN,59000,26820,108807130
BOL,BUN,100,47780,191361766
BOL,BUN,68400,226116,917339045
BOL,BUN,5300,31702,128613111
BOL,BUN,10000,5000,20185950
BOL,BUN,6700,12100,48849999
BOL,BUN,10000,5000,20185950
BOL,BUN,20000,23500,94795005
BOL,BUN,670400,4391120,17713031589
BOL,BUN,6250000,10889649,44132399628
BOL,BUN,12350000,8836000,36384085560
BOL,BUN,238,3623349,14907508557
BOL,BUN,255000,2238600,8859863922
BOL,BUN,320300,2127998,8422126644
BOL,BUN,817500,6129237,24258110321
BOL,BUN,4757,28000,110979960
BOL,BUN,18441,130830,518553863
BOL,BUN,226130,932485,3695969571
BOL,BUN,29652,201210,797509919
BOL,BUN,20025,113475,449766105
BOL,BUN,13510,101325,401608730
BOL,BUN,6750,42750,169442617
BOL,BUN,130441,643020,2548654781
BOL,BUN,30956,356981,1414919181
BOL,BUN,13400,107280,425211789
BOL,BUN,1618049,9426558,38273239463
BOL,BUN,21150000,14415200,58609176008
BOL,BUN,1391700,5228928,21148451585
BOL,BUN,30000,33822,134055864
BOL,BUN,3340000,1298308,5145934637
BOL,BUN,150506,454464,1870841957
BOL,BUN,25347,128520,529064146
BOL,BUN,27134,255964,1053698842
BOL,BUN,54259,313058,1239011560
BOL,BUN,771096,2734822,10823796466
BOL,BUN,2941044,10171621,40256936438
BOL,BUN,68640,330720,1308913694
BOL,BUN,60000,318000,1258570860
BOL,BUN,30000,75264,298314132
BOL,BUN,14400,47275,187377771
BOL,BUN,96000,56448,223735599
BOL,BUN,60480,348950,1422822688
BOL,BUN,279858,973022,3967438823
BOL,BUN,938976,3559613,14514108429
BOL,BUN,2910000,6530916,25885742726
BOL,BUN,60000,135240,536033206
BOL,BUN,122400,171532,679879089
BOL,BUN,1422000,2460780,9753473784
BOL,BUN,202,9000,35672130
BOL,BUN,2100,5250,20808742
BOL,BUN,1124596,4786613,19027217469
BOL,BUN,3762096,13166102,52336440396
BOL,BUN,54120,260760,1036544468
BOL,BUN,6300,1643355,6672267803
BOL,BUN,100,150,605578
BOL,BUN,1400,5962,24069726
BOL,BUN,22400,5797568,23866210453
BOL,BUN,12500,3560625,14657633268
BOL,BUN,3448032,5839268,23520853565
BOL,BUN,177348,727734,2914618334
BOL,BUN,6164304,54449812,2.225E+11
BOL,BUN,104182,4719406,19281808058
BOL,BUN,176004,4969032,20315455158
BOL,BUN,12681,342839,1401310884
BOL,BUN,1473258,8536394,34812116042
BOL,BUN,90547,270245,1104463551
BOL,BUN,100224,390689,1597417045
BOL,BUN,76864,452526,1851553601
BOL,BUN,81705,390131,1591472090
BOL,BUN,340800,575128,2366243379
BOL,BUN,165600,531207,2185539648
BOL,BUN,567197,3728492,15244728155
BOL,BUN,17344,738761,3022511830
BOL,BUN,3769,140975,576722183
BOL,BUN,7260,226460,926139262
BOL,BUN,966192,3405162,13904458630
BOL,BUN,180866,422457,1726208114
BOL,BUN,107593,1150133,4692997037
BOL,BUN,823864,3564435,14581624381
BOL,BUN,450000,958040,3941654391
BOL,BUN,30000,92762,381649768
BOL,BUN,8776000,452268,1860761709
BOL,BUN,27045,279986,1142410599
BOL,BUN,9755,228950,936828730
BOL,BUN,1140,18171,74361728
BOL,BUN,1662200,23459090,95689641184
BOL,BUN,377000,1923100,7842931804
BOL,BUN,290304,5974080,23926548844
BOL,BUN,300000,1617000,6652806930
BOL,BUN,63302,297829,1225354876
BOL,BUN,10318,524781,2146603890
BOL,BUN,1496219,5963471,24352962344
BOL,BUN,42288,548410,2242545640
BOL,BUN,70703,492272,2012211008
BOL,BUN,96768,669076,2752772696
BOL,BUN,751395,2256455,9161545768
BOL,BUN,407100,1420175,5791715555
BOL,BUN,312000,321960,1289469117
BOL,BUN,31000,415400,1651979336
BOL,BUN,300,11661,47976735
BOL,BUN,240000,129600,519055776
BOL,BUN,101500,103699,422624163
BOL,BUN,28600,19864,81290040
BOL,BUN,200,14762,60735148
BOL,BUN,1000,96088,395333897
BOL,BUN,200,10290,42336044
BOL,BUN,700,5359600,21212064092
BOL,BUN,100,24303,99989589
BOL,BUN,3700,291228,1198196448
BOL,BUN,100,2267,9327095
BOL,BUN,600,73480,302318029
BOL,BUN,400,48164,198160663
BOL,BUN,9900,405702,1669175681
BOL,BUN,37800,30715,125629748
BOL,BUN,1470000,2079600,8328922776
BOL,BUN,10400,12913,52844256
BOL,BUN,5414163,27434680,1.11876E+11
BOL,BUN,378932,1524300,6065608672
BOL,BUN,227609,2203990,8960960502
BOL,BUN,8599,384958,1565158386
BOL,BUN,5068,141454,575122258
BOL,BUN,694,18965,77107707
BOL,BUN,188342,844360,3432990444
BOL,BUN,25232,70670,287329379
BOL,BUN,22706,122671,498754525
BOL,BUN,8091,2900,11931441
BOL,BUN,2500,100,411429
BOL,BUN,2400,1600,6582864
BOL,BUN,2500,100,411429
BOL,BUN,765886,3551250,14372299387
BOL,BUN,98471,578475,2341151957
BOL,BUN,699726,6028693,24550615224
BOL,BUN,19758,895842,3653910891
BOL,BUN,35628,938558,3811951008
BOL,BUN,5955,158648,648128650
BOL,BUN,533547,2344075,9561729845
BOL,BUN,23987,78704,319987686
BOL,BUN,1838,11225,45626068
BOL,BUN,38723,223231,907707565
BOL,BUN,200537,1563194,6391965125
BOL,BUN,8226,377147,1541176729
BOL,BUN,1429,53443,216815044
BOL,BUN,480,14631,59694779
BOL,BUN,259626,1686924,6876548088
BOL,BUN,439184,810598,3297597696
BOL,BUN,64424,1128803,4597274683
BOL,BUN,278591,1188106,4841166449
BOL,BUN,8321,91550,372926025
BOL,BUN,397,9258,37559150
BOL,BUN,2895,130265,533087367
BOL,BUN,25550,196978,800898099
BOL,BUN,12122,183051,748127413
BOL,BUN,8180,69643,283229204
BOL,BUN,43300,44238,179470911
BOL,BUN,2100,1458,5915018
BOL,BUN,237079,1948569,7974187375
BOL,BUN,2734,112417,460047461
BOL,BUN,8349,445710,1823992404
BOL,BUN,240270,671412,2747639469
BOL,BUN,450000,6727500,27137591325
BOL,BUN,51700,597000,2427276630
BOL,BUN,254000,2188200,8896761678
BOL,BUN,112400,1900592,7727407947
BOL,BUN,131250,1174380,4741195192
BOL,BUN,240000,805068,3256105576
BOL,BUN,600000,607680,2457767836
BOL,BUN,184000,427200,1727814672
BOL,BUN,382000,3561760,14405573937
BOL,BUN,1915200,5406844,21868034626
BOL,BUN,430000,2538720,10267878427
BOL,BUN,813861,4007500,16497234425
BOL,BUN,100,3851100,15547622409
BOL,BUN,17895492,37123439,1.51732E+11
BOL,BUN,74010,1942704,7921258995
BOL,BUN,33096,865248,3527996802
BOL,BUN,2019600,4207500,16652317275
BOL,BUN,4608,26496,106880359
BOL,BUN,55840,377824,1524077785
BOL,BUN,25440,135360,546019228
BOL,BUN,51157,1814692,7399297744
BOL,BUN,11016,410904,1675436405
BOL,BUN,1955,53424,217833154
BOL,BUN,20000,209600,845490768
BOL,BUN,19328,133728,539436018
BOL,BUN,20992,385280,1554154022
BOL,BUN,28928,233984,943851678
BOL,BUN,4704,37632,151801090
BOL,BUN,26112,215232,868209298
BOL,BUN,4320,28800,116174304
BOL,BUN,98842,2034032,8062028214
BOL,BUN,176400,711480,2901017010
BOL,BUN,8928,375552,1531290746
BOL,BUN,3810180,8414114,34162564957
BOL,BUN,13000000,368160,1463469134
BOL,BUN,357000,1956441,7777029050
BOL,BUN,12000,115240,458089371
BOL,BUN,6725510,14422368,58225839859
BOL,BUN,218304,462380,1866715912
BOL,BUN,188817,1869034,7567791573
BOL,BUN,5959043,12905667,52289498861
BOL,BUN,2407500,2318423,9228876883
BOL,BUN,201000,182300,735979737
BOL,BUN,1964,34280,138394872
BOL,BUN,3335,25300,102140907
BOL,BUN,500000,570000,2259234900
BOL,BUN,250000,340000,1347613800
BOL,BUN,198000,592020,2346512711
BOL,BUN,1100000,1881000,7455475170
BOL,BUN,200000,346000,1371395220
BOL,BUN,50000,232000,919548240
BOL,BUN,33000,82500,326994525
BOL,BUN,102838,807177,3258726912
BOL,BUN,1908644,4192913,16927586432
BOL,BUN,19916600,18582189,75386825839
BOL,BUN,4372700,4210910,17083409215
BOL,BUN,2217920,22068460,89094566027
BRA,BUN,600000,2916874,11561234280
BRA,BUN,3000,94000,379495860
BRA,BUN,10800,97080,391930403
BRA,BUN,38300,1811355,7312784285
BRA,BUN,1774224,4435320,18248192722
BRA,BUN,15201000,10046793,40248461402
BRA,BUN,25247800,37087851,1.51034E+11
BRA,BUN,10020600,23147586,93620643052
BRA,BUN,400,9664,39015403
BRA,BUN,3800000,6657296,26754327149
BRA,BUN,2500000,5926100,23644487129
BRA,BUN,1200000,3746304,14947340866
BRA,BUN,4153,232624,922021506
BRA,BUN,977,87652,347414837
BRA,BUN,912,155830,617643111
BRA,BUN,3906,71041,281575973
BRA,BUN,456,83833,332277963
BRA,BUN,163,135561,537305512
BRA,BUN,200,5230,20729471
BRA,BUN,163,70483,279364304
BRA,BUN,1700,232948,923305704
CAN,BUN,13447400,50579853,2.03238E+11
CAN,BUN,5775200,21357940,86437932553
CAN,BUN,13465600,54700446,2.20378E+11
CAN,BUN,9617800,40392468,1.61774E+11
CAN,BUN,12383200,49101168,2.0091E+11
CAN,BUN,9612800,39724078,1.60063E+11
CAN,BUN,3842800,15924414,63618074353
CAN,BUN,19468800,76029285,3.07736E+11
CAN,BUN,7900000,33790723,1.3724E+11
CAN,BUN,1926100,7337571,29167505106
CAN,BUN,9615700,39082511,1.6069E+11
CAN,BUN,1923400,7505380,30714491735
CAN,BUN,7694200,30538991,1.24976E+11
CAN,BUN,1018200,5253491,21446491984
CAN,BUN,1927900,7486812,30225682538
CAN,BUN,14885000,10944500,44413150565
CAN,BUN,6474420,10674108,42662333683
CAN,BUN,1264400,2173840,8645013865
CAN,BUN,907500,1683000,6794590770
CAN,BUN,293100,298376,1186071453
CAN,BUN,843800,884302,3515180037
CAN,BUN,178500,192423,764898743
CAN,BUN,8785000,6415200,26253115416
CAN,BUN,612000,2013000,7978666410
CAN,BUN,10000000,7450000,30376928000
CAN,BUN,4300000,3354000,13725674820
CAN,BUN,6942247,13135940,52658157597
CAN,BUN,4299800,3610985,14296865985
CAN,BUN,2875300,2734216,10873539557
CAN,BUN,479880,1687800,6759740268
CAN,BUN,186480,453600,1816695216
CAN,BUN,3857100,15135812,60192702594
CAN,BUN,2150000,2386500,9818753085
CAN,BUN,32000000,24352000,97161801280
CAN,BUN,1926100,7995742,32924146790
CAN,BUN,3848500,15976124,65785045555
CAN,BUN,6000000,4470000,18174081300
CAN,BUN,4103412,7215648,29687268409
CAN,BUN,77000,2394250,9517359232
CAN,BUN,5500,741825,2948821138
CAN,BUN,2724480,5052672,20675011712
CAN,BUN,6000000,4470000,18174081300
COG,BUN,4263456,8174080,32398538264
COG,BUN,6908160,12325066,48851261845
COG,BUN,4263456,8864400,35236787796
KOR,BUN,3305900,18008281,73332056872
KOR,BUN,1923000,9496359,37801871380
KOR,BUN,1920700,8244329,33519710404
KOR,BUN,100,300000,1234287000
KOR,BUN,22452300,94629267,3.84061E+11
KOR,BUN,3849100,17938047,73863675512
KOR,BUN,3500,3505400,14177625354
KOR,BUN,19300300,84459631,3.39674E+11
KOR,BUN,1929500,8741600,34797424872
KOR,BUN,10937600,45826049,1.8346E+11
KOR,BUN,15858500,67291036,2.71909E+11
KOR,BUN,3857400,17815788,70819360720
KOR,BUN,1930400,7383743,29265982242
KOR,BUN,1927200,8476167,34687272498
KOR,BUN,3853100,17903752,72812847682
KOR,BUN,551000,8615870,34954067636
KOR,BUN,80876400,329295116,1.33711E+12
KOR,BUN,3848900,14698285,59572052629
KOR,BUN,5774100,25826914,1.04055E+11
KOR,BUN,21172200,88489304,3.55318E+11
KOR,BUN,27863100,119023271,4.86682E+11
KOR,BUN,1923400,8629293,35036223973
KOR,BUN,19722400,80644703,3.25052E+11
KOR,BUN,1931200,7663542,30463269168
KOR,BUN,7681100,29210725,1.18765E+11
KOR,BUN,1929700,9671961,38736784122
KOR,BUN,8306400,61098533,2.46932E+11
KOR,BUN,1671500,3431720,14043730707
KOR,BUN,1085700,1134557,4516297013
KOR,BUN,963600,920237,3663159818
KOR,BUN,791000,850325,3384863217
KOR,BUN,28059200,26563282,1.0574E+11
KOR,BUN,2024900,2138294,8511842776
KOR,BUN,2400000,2304000,9367580160
CIV,BUN,13914797,22473754,89076297140
CRI,BUN,1560000,1158654,4585686041
CRI,BUN,4500000,1711500,6872776005
CRI,BUN,2500000,1250000,4947212500
CRI,BUN,690000,1296276,5130362264
CRI,BUN,2700,35235,144193247
CRI,BUN,500,36495,149349583
CRI,BUN,152000,339559,1389587482
CRI,BUN,952000,233574,955861887
CRI,BUN,216000,514528,2105618370
CRI,BUN,143400,1848208,7563477044
CRI,BUN,16318911,30242121,1.22205E+11
CRI,BUN,151200,366048,1497989211
CRI,BUN,105735,273000,1117206090
CRI,BUN,49046,217710,890941164
CRI,BUN,4864,107520,440007321
CRI,BUN,27500,563115,2304452407
CRI,BUN,18800,1471500,6021863595
CRI,BUN,67957,679950,2782579783
CRI,BUN,5168,85680,350630834
CRI,BUN,4107000,1428115,5844317857
CRI,BUN,5000,33209,135902186
CRI,BUN,6743400,4150585,16985563513
CRI,BUN,3000,57000,233262810
CRI,BUN,4566029,8561925,34161138938
CRI,BUN,2500000,1726500,6843103605
CRI,BUN,1833113,4054377,16591848626
CRI,BUN,6300,1928995,7634518540
CRI,BUN,14300,2145715,8529410239
CRI,BUN,1800,57726,228466231
CRI,BUN,11900,2688171,10978518630
CRI,BUN,6800,1783227,7289164422
CRI,BUN,8100,2466994,9931117903
CRI,BUN,20400,3057917,12196509019
CRI,BUN,100,30352,124876930
CRI,BUN,13800,2071783,8523916077
CRI,BUN,300,10632,42923403
CRI,BUN,500,15,60557
CRI,BUN,100,30311,123067206
CRI,BUN,41800,6381224,26029566356
CRI,BUN,13760000,1265760,5069444745
CRI,BUN,208986,1314420,5209795679
CRI,BUN,1200,702059,2782659990
CRI,BUN,120000,3674400,14563741608
CRI,BUN,14000,585880,2322176391
